,file_ID,RMSD_pred-ex_w,Tm_pred-ex_w,RMSD_pred-ex_wo,Tm_pred-ex_wo,RMSD_w_wo,Tm_w_wo,pLDDT_w,pLDDT_wo
0,afm_3w6va00_6.pdb_partialdiff_2_seq_32.pdb_relaxed_capsid_0_design_full.pdb,31.28083610534668,0.32766,60.41801071166992,0.09821,0.8057497143745422,0.1835,80.87700112866817,37.99701693889897
0,afm_d1tw0a1_3.pdb_partialdiff_7_seq_34.pdb_relaxed_capsid_0_design_full.pdb,21.968900680541992,0.33128,1.5801646709442139,0.95733,17.32392120361328,0.22523,83.70917148884871,84.50597131931167
0,afm_5uh7a_9.pdb_partialdiff_2_seq_28.pdb_relaxed_capsid_4_capsid_0_design_full.pdb,59.39498519897461,0.14747,14.68274211883545,0.33132,20.42169189453125,0.14619,58.82701867219917,72.188435302391
0,metric_6wrvc_1.pdb_partialdiff_7_seq_12.pdb_relaxed_capsid_4_design_full.pdb,24.676944732666016,0.32171,15.850897789001465,0.27769,13.30273151397705,0.13114,73.37290364223145,66.19332896652111
0,afm_d4fura__2.pdb_partialdiff_4_seq_30.pdb_relaxed_capsid_2_design_full.pdb,17.964441299438477,0.27368,18.775650024414062,0.23371,16.764219284057617,0.19625,59.03167395029991,62.458220825852784
0,afm_4acfa01_0.pdb_partialdiff_2_seq_8.pdb_relaxed_capsid_3_design_full.pdb,28.875307083129883,0.1755,19.134811401367188,0.30573,19.278881072998047,0.21655,46.052396607060984,72.90817333333334
0,afm_3onja00_7.pdb_partialdiff_9_seq_7.pdb_relaxed_capsid_1_design_full.pdb,36.63959503173828,0.17767,18.419635772705078,0.31547,24.593738555908203,0.21302,53.35218918918919,79.55980447330447
0,afm_d2nzca1_0.pdb_partialdiff_7_seq_38.pdb_relaxed_capsid_1_design_full.pdb,20.55236053466797,0.3879,23.02399253845215,0.33016,20.88545036315918,0.24046,79.49907950028393,75.23956092988377
0,afm_3w6va00_1.pdb_partialdiff_9_seq_2.pdb_relaxed_capsid_0_design_full.pdb,23.10854721069336,0.30749,25.390634536743164,0.34678,22.279401779174805,0.34617,85.83851620947631,84.47530879345604
0,afm_d3ldza__5.pdb_partialdiff_4_seq_17.pdb_relaxed_capsid_3_design_full.pdb,33.37018585205078,0.17611,11.920086860656738,0.30401,18.418729782104492,0.21533,57.52763609576427,62.38131105807478
0,afm_3zc0d00_2.pdb_partialdiff_3_seq_17.pdb_relaxed_capsid_2_design_full.pdb,41.29594039916992,0.21765,17.01069450378418,0.38546,30.317298889160156,0.2659,73.26185663322185,82.91971399303421
0,afm_2x49a03_7.pdb_partialdiff_4_seq_24.pdb_relaxed_capsid_2_design_full.pdb,24.152006149291992,0.31428,48.286712646484375,0.32553,22.858112335205078,0.2871,73.92304160619256,80.23294220556076
0,afm_5j10a_0.pdb_partialdiff_9_seq_9.pdb_relaxed_capsid_2_design_full.pdb,25.370174407958984,0.32933,42.638858795166016,0.3277,27.091094970703125,0.26233,70.56550057670127,86.96085205761317
0,afm_1xawa01_1.pdb_partialdiff_0_seq_25.pdb_relaxed_capsid_4_capsid_1_design_full.pdb,19.59276580810547,0.33048,30.40577507019043,0.33575,4.9185404777526855,0.19886,62.009715425531915,85.93239164328033
0,metric_d3g0oa2_3.pdb_partialdiff_3_seq_25.pdb_relaxed_capsid_4_design_full.pdb,2.227118492126465,0.89844,17.97818374633789,0.32956,5.234717845916748,0.08763,75.43352699784018,63.04553185595568
0,afm_d2j5ya2_6.pdb_partialdiff_9_seq_27.pdb_relaxed_capsid_0_design_full.pdb,13.714316368103027,0.82991,38.474464416503906,0.13206,17.35474967956543,0.32029,69.18266748566748,48.03822190745987
0,afm_1z08c00_6.pdb_partialdiff_1_seq_30.pdb_relaxed_capsid_1_design_full.pdb,34.80706787109375,0.33111,27.062314987182617,0.37575,23.460664749145508,0.22771,86.19063569433867,78.01077969348658
0,metric_d3g0oa2_5.pdb_partialdiff_6_seq_20.pdb_relaxed_capsid_4_design_full.pdb,24.87235450744629,0.31324,23.865509033203125,0.32975,23.27318572998047,0.17076,64.4171250880902,79.11771192660551
0,metric_1c4ka04_0.pdb_partialdiff_1_seq_11.pdb_relaxed_capsid_2_capsid_1_design_full.pdb,20.122751235961914,0.33692,39.70368576049805,0.29251,24.099735260009766,0.21761,80.6167925203252,75.84459064327486
0,afm_3f9ua00_6.pdb_partialdiff_5_seq_23.pdb_relaxed_capsid_1_design_full.pdb,29.716646194458008,0.25446,16.077417373657227,0.22659,20.14017677307129,0.12787,67.64981613285883,69.167
0,afm_5hvoa02_6.pdb_partialdiff_5_seq_9.pdb_relaxed_capsid_4_design_full.pdb,37.01162338256836,0.30973,18.752649307250977,0.31919,22.23504638671875,0.11156,75.58556622114216,80.4208479632817
0,afm_6hk5a_6.pdb_partialdiff_8_seq_35.pdb_relaxed_capsid_1_design_full.pdb,15.433402061462402,0.3405,33.7891960144043,0.24487,13.808363914489746,0.35856,70.89828561690526,49.213193637621025
0,metric_5z51a_4.pdb_partialdiff_2_seq_21.pdb_relaxed_capsid_2_design_full.pdb,18.660560607910156,0.3018,26.916858673095703,0.20208,21.79602813720703,0.168,62.92574220724516,53.79429134860051
0,afm_4i17a00_9.pdb_partialdiff_7_seq_36.pdb_relaxed_capsid_1_design_full.pdb,20.929224014282227,0.24786,23.42921257019043,0.28527,27.457246780395508,0.2251,71.58599062181447,67.9661127744511
0,afm_d1blxb__1.pdb_partialdiff_3_seq_24.pdb_relaxed_capsid_4_design_full.pdb,22.256818771362305,0.33522,27.787261962890625,0.32111,20.685976028442383,0.18426,83.14739454094293,80.18022951496388
0,afm_1j5wb02_0.pdb_partialdiff_7_seq_15.pdb_relaxed_capsid_3_design_full.pdb,26.184785842895508,0.31292,26.125225067138672,0.26894,20.803422927856445,0.24034,85.50704378283713,80.40070899470899
0,afm_3kzqa00_9.pdb_partialdiff_0_seq_4.pdb_relaxed_capsid_1_design_full.pdb,22.801183700561523,0.35942,27.316307067871094,0.31971,29.20649528503418,0.20589,85.1203755811603,78.85920730182545
0,metric_d4a5xa__6.pdb_partialdiff_5_seq_14.pdb_relaxed_capsid_2_design_full.pdb,30.10390281677246,0.28613,26.515798568725586,0.22506,16.865459442138672,0.3101,75.04338848039215,57.900058544303796
0,afm_d1dvpa1_1.pdb_partialdiff_0_seq_30.pdb_relaxed_capsid_2_design_full.pdb,24.22320556640625,0.97268,28.007041931152344,0.23086,24.24471664428711,0.148,87.7641787481805,74.78896004993757
0,metric_1n1cb02_4.pdb_partialdiff_0_seq_22.pdb_relaxed_capsid_2_design_full.pdb,31.064708709716797,0.19255,44.21535110473633,0.30611,23.628557205200195,0.27288,52.49958943894389,77.68158401499659
0,afm_4cema00_8.pdb_partialdiff_2_seq_21.pdb_relaxed_capsid_0_design_full.pdb,50.72330856323242,0.22445,23.06146812438965,0.31481,20.35866928100586,0.11678,79.0201646090535,77.08070947676546
0,metric_3f9ua00_1.pdb_partialdiff_1_seq_3.pdb_relaxed_capsid_4_design_full.pdb,12.760576248168945,0.39945,21.055561065673828,0.2821,16.654211044311523,0.24758,61.41917242547426,82.9827619047619
0,afm_d2hyva__7.pdb_partialdiff_1_seq_14.pdb_relaxed_capsid_0_design_full.pdb,42.65963363647461,0.28594,17.54401206970215,0.36125,21.984121322631836,0.19452,61.07866042392567,75.24233465924158
0,metric_4ymud00_6.pdb_partialdiff_6_seq_3.pdb_relaxed_capsid_2_design_full.pdb,31.607528686523438,0.17241,26.899667739868164,0.15322,18.890165328979492,0.12077,55.699371539961014,53.04921985815603
0,afm_2aq6a00_5.pdb_partialdiff_8_seq_37.pdb_relaxed_capsid_4_design_full.pdb,23.542970657348633,0.2874,25.88127899169922,0.32399,21.519187927246094,0.23368,63.87722339405561,79.37813462669018
0,afm_d3rwoa__3.pdb_partialdiff_8_seq_24.pdb_relaxed_capsid_3_design_full.pdb,24.811283111572266,0.32501,29.751691818237305,0.32113,19.84922218322754,0.17577,85.5412558667676,76.36311661945231
0,afm_d1iiba__7.pdb_partialdiff_9_seq_11_capsid_4_design_full.pdb,19.83904457092285,0.32712,44.89567184448242,0.32201,27.60966682434082,0.36406,77.95166408602151,82.33856374570446
0,metric_5t51b_2.pdb_partialdiff_3_seq_27.pdb_relaxed_capsid_2_design_full.pdb,12.588746070861816,0.36955,41.504058837890625,0.14315,16.72940444946289,0.2753,77.48075341880342,83.36666930355204
0,afm_7k00o_2.pdb_partialdiff_4_seq_21.pdb_relaxed_capsid_1_design_full.pdb,25.479604721069336,0.2207,45.140865325927734,0.33505,20.765670776367188,0.21057,67.01160928961748,84.9904967223861
0,metric_3fkhd00_1.pdb_partialdiff_5_seq_21.pdb_relaxed_capsid_3_design_full.pdb,40.79273223876953,0.11936,22.91346549987793,0.31247,22.2442569732666,0.25215,49.90133333333333,73.92075597609562
0,metric_6s0xt_9.pdb_partialdiff_1_seq_36.pdb_relaxed_capsid_0_design_full.pdb,13.781673431396484,0.30566,29.8382568359375,0.32213,18.826539993286133,0.46172,62.96505794607,79.89048176100628
0,metric_5l87a00_0.pdb_partialdiff_1_seq_37.pdb_relaxed_capsid_3_design_full.pdb,17.004697799682617,0.28162,29.984338760375977,0.12992,14.164533615112305,0.29451,59.6695023255814,38.38648596491228
0,afm_6mq5a_7.pdb_partialdiff_4_seq_12.pdb_relaxed_capsid_4_design_full.pdb,47.9377555847168,0.32661,24.91232681274414,0.31889,24.766036987304688,0.14813,84.48755767138194,83.17839217687074
0,afm_d5cdka1_3.pdb_partialdiff_8_seq_41.pdb_relaxed_capsid_0_design_full.pdb,18.722640991210938,0.36326,28.370229721069336,0.31827,25.026857376098633,0.29591,66.62995599319231,83.07522806285635
0,afm_d1gq2a1_8.pdb_partialdiff_7_seq_35.pdb_relaxed_capsid_1_design_full.pdb,43.89470672607422,0.32903,25.255216598510742,0.32706,24.23464584350586,0.22965,83.06326749922911,82.94210816062176
0,afm_d1blxb__9.pdb_partialdiff_7_seq_39.pdb_relaxed_capsid_0_design_full.pdb,31.536754608154297,0.21154,43.97300338745117,0.32491,26.129741668701172,0.30791,64.1891011513158,85.59346368159204
0,afm_4mkib00_9.pdb_partialdiff_1_seq_12.pdb_relaxed_capsid_4_design_full.pdb,27.29499626159668,0.36295,27.67888069152832,0.30354,13.649924278259277,0.10251,82.60184531590414,71.86260327522452
0,metric_5jrja02_4.pdb_partialdiff_3_seq_33.pdb_relaxed_capsid_3_design_full.pdb,15.179139137268066,0.29845,36.984683990478516,0.32004,15.14478588104248,0.24997,55.48727391304348,86.78762593910636
0,afm_d1u7ba1_2.pdb_partialdiff_7_seq_30.pdb_relaxed_capsid_1_design_full.pdb,26.848674774169922,0.18526,46.76473617553711,0.27294,22.262659072875977,0.23972,79.0222018115942,71.01320903540903
0,afm_5t76a_6.pdb_partialdiff_2_seq_29.pdb_relaxed_capsid_0_design_full.pdb,53.66850280761719,0.19601,22.8477783203125,0.26102,23.717571258544922,0.12434,57.088363538295575,59.6042001875293
0,afm_d6am3a__1.pdb_partialdiff_5_seq_10.pdb_relaxed_capsid_2_design_full.pdb,18.90944480895996,0.33937,32.063323974609375,0.32572,0.18530072271823883,0.17465,62.03434019975031,80.93207240788347
0,afm_3gdwa00_5.pdb_partialdiff_2_seq_30.pdb_relaxed_capsid_0_design_full.pdb,31.19622230529785,0.17629,24.42969512939453,0.19881,18.032777786254883,0.19461,44.44977286821705,61.090720430107524
0,metric_3d3qb02_8.pdb_partialdiff_3_seq_41.pdb_relaxed_capsid_3_design_full.pdb,15.217925071716309,0.34903,41.81884765625,0.33064,19.06989097595215,0.37872,81.40725454545455,87.03906759098787
0,metric_3mm5a01_5.pdb_partialdiff_0_seq_9.pdb_relaxed_capsid_4_design_full.pdb,36.299110412597656,0.30753,56.73472595214844,0.323,19.805646896362305,0.25538,71.45400877192982,86.19672897196261
0,afm_4dzza00_7.pdb_partialdiff_8_seq_17.pdb_relaxed_capsid_1_design_full.pdb,28.290128707885742,0.33408,29.53269386291504,0.32403,13.557753562927246,0.14732,88.16073656917652,76.61438645224172
0,afm_d1r0ka1_6.pdb_partialdiff_3_seq_6.pdb_relaxed_capsid_2_design_full.pdb,28.32353973388672,0.32073,23.972280502319336,0.31542,14.277128219604492,0.28708,78.8972306910569,81.10638524927894
0,afm_4i17a00_2.pdb_partialdiff_0_seq_20.pdb_relaxed_capsid_1_design_full.pdb,47.549232482910156,0.26204,29.37934112548828,0.32672,28.39251708984375,0.11723,81.5242738707833,82.65437481910276
0,afm_d4dssb__8.pdb_partialdiff_9_seq_21.pdb_relaxed_capsid_4_design_full.pdb,1.0619393587112427,0.97682,29.82991600036621,0.18715,20.606361389160156,0.22779,85.49714725890357,52.005742272943415
0,metric_4b0fb00_6.pdb_conditioning_2_seq_38.pdb_relaxed_capsid_3_design_full.pdb,15.183448791503906,0.3775,29.503429412841797,0.32598,3.314927101135254,0.20775,77.41339720998532,82.51245484727755
0,afm_6ne2b00_4.pdb_partialdiff_3_seq_33.pdb_relaxed_capsid_0_design_full.pdb,42.62798309326172,0.32625,36.27598190307617,0.25317,13.837719917297363,0.1585,86.4867253599114,68.80561916167665
0,afm_d5tzma__5.pdb_partialdiff_5_seq_21.pdb_relaxed_capsid_4_design_full.pdb,28.103107452392578,0.33028,19.870847702026367,0.32485,8.488790512084961,0.22593,79.64745665634675,80.37277572964669
0,afm_d4lfhg2_6.pdb_partialdiff_6_seq_8.pdb_relaxed_capsid_4_design_full.pdb,23.616525650024414,0.22679,22.185659408569336,0.32844,10.182625770568848,0.21206,36.38371535022355,84.05156640625
0,afm_7k00o_8.pdb_partialdiff_2_seq_35.pdb_relaxed_capsid_2_design_full.pdb,19.74451446533203,0.19437,23.936826705932617,0.31247,21.80839729309082,0.22288,63.19319209876543,71.59370449488206
0,afm_d3o07a__6.pdb_partialdiff_9_seq_36.pdb_relaxed_capsid_1_design_full.pdb,43.67725372314453,0.33569,46.33449935913086,0.32975,33.29722213745117,0.19189,86.65595102448776,84.87550904392765
0,afm_d2hj2a1_5.pdb_partialdiff_0_seq_11.pdb_relaxed_capsid_1_design_full.pdb,19.21186637878418,0.32944,24.085233688354492,0.33396,21.642433166503906,0.26062,81.69858452226545,82.55422063253012
