,file_ID,RMSD_pred-ex_w,Tm_pred-ex_w,RMSD_pred-ex_wo,Tm_pred-ex_wo,RMSD_w_wo,Tm_w_wo,pLDDT_w,pLDDT_wo
0,afm_d3o07a__8.pdb_partialdiff_6_seq_20.pdb_relaxed_capsid_1_design_full.pdb,49.33824920654297,0.32525,21.390789031982422,0.27856,34.52547836303711,0.18005,78.1066984204527,70.787360673847
0,metric_1n1cb02_6.pdb_partialdiff_4_seq_36.pdb_relaxed_capsid_2_design_full.pdb,26.85931396484375,0.33314,23.59107780456543,0.38894,22.072467803955078,0.31054,77.53945082815736,65.97506075949367
0,metric_d7jjka__6.pdb_partialdiff_4_seq_7.pdb_relaxed_capsid_4_design_full.pdb,26.42047119140625,0.10891,39.77446365356445,0.32128,0.31238630414009094,0.23952,40.62608286252354,81.96382330246914
0,afm_4cema00_2.pdb_partialdiff_0_seq_19.pdb_relaxed_capsid_2_design_full.pdb,40.1856575012207,0.28927,11.574625015258789,0.41517,16.740758895874023,0.07573,72.19412647462278,79.78757453936349
0,afm_d1t72a1_6.pdb_partialdiff_6_seq_34.pdb_relaxed_capsid_3_design_full.pdb,24.632186889648438,0.33139,20.553205490112305,0.32242,27.299657821655273,0.30456,87.8393680268086,81.47956287237379
0,afm_5j10a_6.pdb_partialdiff_1_seq_25.pdb_relaxed_capsid_4_design_full.pdb,21.02467918395996,0.31587,17.26644515991211,0.33911,19.739225387573242,0.26166,65.27495669291339,85.76578372768783
0,metric_2vkja00_0.pdb_partialdiff_2_seq_39.pdb_relaxed_capsid_1_design_full.pdb,22.01192283630371,0.32672,31.022232055664062,0.23574,18.86179542541504,0.21201,83.68623226072607,62.9083502283105
0,afm_d1dkga1_2.pdb_partialdiff_4_seq_29.pdb_relaxed_capsid_1_design_full.pdb,23.479026794433594,0.14993,42.90058135986328,0.31401,22.522043228149414,0.27836,40.533374133949195,84.54410092532817
0,afm_d1xqra1_7.pdb_partialdiff_2_seq_16.pdb_relaxed_capsid_3_design_full.pdb,28.86451530456543,0.32666,42.3495979309082,0.17699,27.053592681884766,0.13803,80.3107164598842,62.937499521072795
0,metric_6jlca_2.pdb_partialdiff_6_seq_24.pdb_relaxed_capsid_4_design_full.pdb,44.689414978027344,0.27635,14.201064109802246,0.39607,19.00639533996582,0.12625,74.5825458781362,82.39302191464822
0,afm_5z51a_5.pdb_partialdiff_0_seq_13.pdb_relaxed_capsid_2_design_full.pdb,29.45467185974121,0.26324,23.8502140045166,0.60862,27.784137725830078,0.20599,64.83438893139505,83.61431327863872
0,metric_d3gqba4_4.pdb_partialdiff_7_seq_10.pdb_relaxed_capsid_1_design_full.pdb,24.787988662719727,0.33827,27.19194984436035,0.30206,34.998680114746094,0.28641,77.87534462269757,79.39145937673901
0,afm_5mfof00_2.pdb_partialdiff_5_seq_37.pdb_relaxed_capsid_4_design_full.pdb,33.9654655456543,0.3291,23.41277313232422,0.27251,26.601348876953125,0.23948,86.66556658184902,70.67538567030506
0,afm_d1seda__4.pdb_partialdiff_1_seq_9.pdb_relaxed_capsid_2_design_full.pdb,21.792383193969727,0.32466,27.12874412536621,0.33846,29.829227447509766,0.21405,80.50911572052402,82.09453015241883
0,afm_d1t8ka__0.pdb_partialdiff_5_seq_25.pdb_relaxed_capsid_3_design_full.pdb,13.740281105041504,0.34064,41.517669677734375,0.3087,17.896135330200195,0.25022,83.79184169453735,84.39221016886931
0,metric_d6hcia__3.pdb_partialdiff_0_seq_12.pdb_relaxed_capsid_0_design_full.pdb,31.27496337890625,0.32129,19.53253936767578,0.29037,12.837296485900879,0.20169,79.26595912806539,56.95882180851064
0,metric_d1ayea2_9.pdb_partialdiff_3_seq_41.pdb_relaxed_capsid_4_design_full.pdb,24.888612747192383,0.22321,45.889007568359375,0.32623,19.104373931884766,0.30765,65.65190327380952,81.27072087175189
0,afm_5t76a_5.pdb_partialdiff_9_seq_33.pdb_relaxed_capsid_1_design_full.pdb,48.95627212524414,0.24592,17.443912506103516,0.3546,30.850383758544922,0.09746,78.82698372966208,79.24508768768769
0,afm_5i29a_6.pdb_partialdiff_3_seq_12.pdb_relaxed_capsid_3_design_full.pdb,32.952308654785156,0.31023,18.198036193847656,0.25603,23.747940063476562,0.2034,74.40493602391629,54.20699392097264
0,afm_4lupa00_7.pdb_partialdiff_0_seq_9.pdb_relaxed_capsid_2_design_full.pdb,25.1766414642334,0.32295,27.431245803833008,0.16958,5.105478286743164,0.26071,79.67171002710027,56.64433733013589
0,afm_d3ldza__6.pdb_partialdiff_5_seq_29.pdb_relaxed_capsid_3_design_full.pdb,21.289113998413086,0.48331,9.564573287963867,0.57718,18.43276023864746,0.24244,72.22949119170984,84.874606485539
0,metric_6iwva_5.pdb_partialdiff_6_seq_2.pdb_relaxed_capsid_0_design_full.pdb,4.750760078430176,0.39922,24.423490524291992,0.40299,13.039482116699219,0.27144,79.73144547563805,89.60833458908888
0,metric_3shgb00_6.pdb_partialdiff_6_seq_36.pdb_relaxed_capsid_2_design_full.pdb,16.405729293823242,0.32698,30.09836196899414,0.26047,10.933503150939941,0.47303,78.29254104211277,85.31178725099602
0,metric_4gyta00_3.pdb_partialdiff_7_seq_18.pdb_relaxed_capsid_1_design_full.pdb,26.297332763671875,0.25587,31.017045974731445,0.32244,25.526838302612305,0.25678,61.03150175967823,85.44561533761076
0,afm_5t76a_3.pdb_partialdiff_4_seq_18.pdb_relaxed_capsid_2_design_full.pdb,74.2994155883789,0.13805,54.72320556640625,0.32943,3.0711047649383545,0.25239,56.278344628514056,89.28239214735822
0,afm_d2oxqc__7.pdb_partialdiff_4_seq_22.pdb_relaxed_capsid_4_design_full.pdb,18.797487258911133,0.2202,56.538612365722656,0.17841,18.263595581054688,0.34173,49.41753923541248,77.1008730051697
0,afm_3adga00_8.pdb_partialdiff_5_seq_11.pdb_relaxed_capsid_2_design_full.pdb,22.44256591796875,0.30687,16.79019546508789,0.31386,15.622422218322754,0.25624,77.33086990291262,81.58804096385542
