,file_ID,RMSD_pred-ex_w,Tm_pred-ex_w,RMSD_pred-ex_wo,Tm_pred-ex_wo,RMSD_w_wo,Tm_w_wo,pLDDT_w,pLDDT_wo
0,metric_3shgb00_6.pdb_partialdiff_6_seq_36.pdb_relaxed_capsid_2_design_full.pdb,20.275501251220703,0.27525,23.281970977783203,0.17226,22.483856201171875,0.24051,74.39047109207709,58.77347436332767
0,afm_3gdwa00_5.pdb_partialdiff_2_seq_30.pdb_relaxed_capsid_0_design_full.pdb,24.588075637817383,0.20982,4.776038646697998,0.78932,25.115169525146484,0.30631,43.322736279069765,71.21227439126784
0,afm_d1tw0a1_3.pdb_partialdiff_7_seq_34.pdb_relaxed_capsid_0_design_full.pdb,26.105920791625977,0.33796,19.634843826293945,0.2957,24.233190536499023,0.11905,81.68217540687161,61.247204667863556
0,metric_4gyta00_3.pdb_partialdiff_7_seq_18.pdb_relaxed_capsid_1_design_full.pdb,25.23343849182129,0.25594,34.8018913269043,0.19637,24.086124420166016,0.24121,64.65726063348416,82.75845784860557
0,afm_d2j5ya2_6.pdb_partialdiff_9_seq_27.pdb_relaxed_capsid_0_design_full.pdb,19.65073013305664,0.22754,28.570589065551758,0.5492,20.95064926147461,0.37322,65.58642260442261,81.5133377652051
0,metric_5z51a_4.pdb_partialdiff_2_seq_21.pdb_relaxed_capsid_2_design_full.pdb,40.12211608886719,0.19029,23.936607360839844,0.34379,21.712848663330078,0.14368,61.95116562763269,79.07850457831326
0,afm_5z51a_5.pdb_partialdiff_0_seq_13.pdb_relaxed_capsid_2_design_full.pdb,35.04804229736328,0.36508,40.25681686401367,0.24554,33.047481536865234,0.20357,64.72724575363428,82.39915372848948
0,afm_d1t8ka__0.pdb_partialdiff_5_seq_25.pdb_relaxed_capsid_3_design_full.pdb,20.521448135375977,0.23348,26.41927719116211,0.28106,4.6367573738098145,0.33018,80.7495762541806,72.82145896414343
0,afm_3f9ua00_6.pdb_partialdiff_5_seq_23.pdb_relaxed_capsid_1_design_full.pdb,30.575885772705078,0.21042,23.581384658813477,0.1913,9.288359642028809,0.14225,61.46056512455516,48.92808838174274
0,metric_d1ayea2_9.pdb_partialdiff_3_seq_41.pdb_relaxed_capsid_4_design_full.pdb,21.556915283203125,0.24311,23.476099014282227,0.32061,28.74307632446289,0.24511,68.4723943452381,83.08362216687422
0,afm_1j5wb02_0.pdb_partialdiff_7_seq_15.pdb_relaxed_capsid_3_design_full.pdb,8.17444133758545,0.2536,21.425325393676758,0.53445,24.777313232421875,0.30879,82.22698073555166,77.41094251290878
0,metric_5jrja02_4.pdb_partialdiff_3_seq_33.pdb_relaxed_capsid_3_design_full.pdb,17.26845359802246,0.28311,46.929752349853516,0.19511,27.090394973754883,0.20887,50.87283956521739,66.98129696202531
0,metric_3f9ua00_1.pdb_partialdiff_1_seq_3.pdb_relaxed_capsid_4_design_full.pdb,17.857967376708984,0.18209,20.582263946533203,0.29377,21.61837387084961,0.33607,59.61927581300813,74.10723643595863
0,metric_6wrvc_1.pdb_partialdiff_7_seq_12.pdb_relaxed_capsid_4_design_full.pdb,27.005746841430664,0.33488,22.13857078552246,0.3869,20.474994659423828,0.29877,77.93527358229599,72.78708367670365
0,afm_d1blxb__9.pdb_partialdiff_7_seq_39.pdb_relaxed_capsid_0_design_full.pdb,35.46556091308594,0.27869,19.348228454589844,0.2154,24.551828384399414,0.17534,63.15736167763158,73.19331812865497
0,afm_d2nzca1_0.pdb_partialdiff_7_seq_38.pdb_relaxed_capsid_1_design_full.pdb,21.985132217407227,0.24916,24.779029846191406,0.27541,22.083099365234375,0.26906,76.45510459965928,75.98328783068783
0,afm_2x49a03_7.pdb_partialdiff_4_seq_24.pdb_relaxed_capsid_2_design_full.pdb,6.772993564605713,0.66905,26.053619384765625,0.16275,3.47409725189209,0.22558,72.70384644412192,64.1535106060606
0,afm_7k00o_2.pdb_partialdiff_4_seq_21.pdb_relaxed_capsid_1_design_full.pdb,34.523155212402344,0.21337,8.967555046081543,0.76524,30.965551376342773,0.22659,68.52435983606557,76.73115135135136
0,afm_5j10a_6.pdb_partialdiff_1_seq_25.pdb_relaxed_capsid_4_design_full.pdb,23.73095703125,0.40327,28.57156753540039,0.35986,27.87854766845703,0.24254,63.26322992125984,83.14215536809816
0,afm_5j10a_0.pdb_partialdiff_9_seq_9.pdb_relaxed_capsid_2_design_full.pdb,24.248151779174805,0.30095,20.08230209350586,0.24068,26.54523277282715,0.27684,67.0764892733564,76.48904660550458
0,metric_d3gqba4_4.pdb_partialdiff_7_seq_10.pdb_relaxed_capsid_1_design_full.pdb,26.531564712524414,0.26003,34.08781433105469,0.24223,29.131113052368164,0.19713,76.76762549019608,84.0982764436297
0,afm_d1blxb__1.pdb_partialdiff_3_seq_24.pdb_relaxed_capsid_4_design_full.pdb,23.82400131225586,0.26133,38.409339904785156,0.19588,14.948369979858398,0.39939,81.57822167080232,83.15910118505013
0,metric_d4a5xa__6.pdb_partialdiff_5_seq_14.pdb_relaxed_capsid_2_design_full.pdb,21.822900772094727,0.25688,28.80811309814453,0.20501,29.625782012939453,0.25653,72.6238849264706,80.40596105362182
0,afm_1xawa01_1.pdb_partialdiff_0_seq_25.pdb_relaxed_capsid_4_capsid_1_design_full.pdb,53.72079086303711,0.14882,28.34136962890625,0.29142,33.06694793701172,0.20233,62.56516515957447,77.56414133533383
0,metric_1n1cb02_6.pdb_partialdiff_4_seq_36.pdb_relaxed_capsid_2_design_full.pdb,24.711719512939453,0.23165,19.606815338134766,0.17929,17.659975051879883,0.23052,80.43471118012422,62.21546986899563
0,metric_3fkhd00_1.pdb_partialdiff_5_seq_21.pdb_relaxed_capsid_3_design_full.pdb,29.48045539855957,0.19949,36.35282897949219,0.21982,13.15414810180664,0.30679,50.290562867215044,81.77372786144578
0,afm_d4dssb__8.pdb_partialdiff_9_seq_21.pdb_relaxed_capsid_4_design_full.pdb,26.52779769897461,0.22344,20.419099807739258,0.27409,10.271370887756348,0.34769,83.40601680672269,38.089816052631576
0,afm_d1r0ka1_6.pdb_partialdiff_3_seq_6.pdb_relaxed_capsid_2_design_full.pdb,37.650352478027344,0.24891,24.821638107299805,0.29735,26.30356216430664,0.24147,75.80918658536585,53.33322111269615
0,afm_3w6va00_6.pdb_partialdiff_2_seq_32.pdb_relaxed_capsid_0_design_full.pdb,33.23005676269531,0.23269,21.20271873474121,0.23863,27.030855178833008,0.21251,79.15555101580135,75.29757773584906
0,metric_3d3qb02_8.pdb_partialdiff_3_seq_41.pdb_relaxed_capsid_3_design_full.pdb,15.730868339538574,0.30478,17.24701499938965,0.20715,18.40780258178711,0.20328,78.797824,74.81112110552763
0,afm_d3ldza__5.pdb_partialdiff_4_seq_17.pdb_relaxed_capsid_3_design_full.pdb,41.88765335083008,0.12012,32.46251678466797,0.26374,7.974899768829346,0.26147,55.243330828729285,78.88018175115208
